"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","203","REG-CJA-012 — Go to my Campaign dashboard / Save Campaign presence (no save)","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Customer Journey Analysis","regression_tests\US2\business-insights\improve-traffic\customer-journey-analysis\customer.journey.analysis.regression.spec.ts","",""
"","7866","REG-CWV-008 — top filter combo: Device = Desktop","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Core Web Vitals (VitalScope)","regression_tests\US2\business-insights\improve-traffic\core-web-vitals\core.web.vitals.regression.spec.ts","",""
"","1828","REG-CJA-004 — top-level tabs Campaigns / Path Analytics / Path Flow switch wrappers","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Customer Journey Analysis","regression_tests\US2\business-insights\improve-traffic\customer-journey-analysis\customer.journey.analysis.regression.spec.ts","",""
"","3986","REG-MO-028 — rapid campaign metric switching leaves only final metric active","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Marketing Overview","regression_tests\US2\business-insights\improve-traffic\marketing-overview\marketing.overview.regression.spec.ts","",""
"","483","REG-MO-024 — Campaigns widget shows at least one data-bearing card","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Marketing Overview","regression_tests\US2\business-insights\improve-traffic\marketing-overview\marketing.overview.regression.spec.ts","",""
"","24473","REG-MO-020 — Hide Widget, Reset behavior, and hidden-widget recovery","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Marketing Overview","regression_tests\US2\business-insights\improve-traffic\marketing-overview\marketing.overview.regression.spec.ts","",""
"","112","REG-CWV-026 — Performance By Country section is present","chromium-regression","2026-07-31","skipped","2026-07-31","US2 Regression — Core Web Vitals (VitalScope)","regression_tests\US2\business-insights\improve-traffic\core-web-vitals\core.web.vitals.regression.spec.ts","",""
"","129","REG-CWV-028 — Geography Zoom in / Zoom out controls respond","chromium-regression","2026-07-31","skipped","2026-07-31","US2 Regression — Core Web Vitals (VitalScope)","regression_tests\US2\business-insights\improve-traffic\core-web-vitals\core.web.vitals.regression.spec.ts","",""
"","97","REG-CWV-024 — Customize Table Save & Close persists and returns to table","chromium-regression","2026-07-31","skipped","2026-07-31","US2 Regression — Core Web Vitals (VitalScope)","regression_tests\US2\business-insights\improve-traffic\core-web-vitals\core.web.vitals.regression.spec.ts","",""
"","20144","REG-CJA-024 — sample Campaign/Landing filter apply and restore","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Customer Journey Analysis","regression_tests\US2\business-insights\improve-traffic\customer-journey-analysis\customer.journey.analysis.regression.spec.ts","",""
"","5335","REG-MO-033 — Traffic Source table headers / rows or controlled empty","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Marketing Overview","regression_tests\US2\business-insights\improve-traffic\marketing-overview\marketing.overview.regression.spec.ts","",""
"","37","REG-CWV-015 — top filter combo: Device Mobile + Browser Safari + Last 24 Hours","chromium-regression","2026-07-31","skipped","2026-07-31","US2 Regression — Core Web Vitals (VitalScope)","regression_tests\US2\business-insights\improve-traffic\core-web-vitals\core.web.vitals.regression.spec.ts","",""
"","3310","REG-MO-025 — campaign action menu labels and safe Back navigation","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Marketing Overview","regression_tests\US2\business-insights\improve-traffic\marketing-overview\marketing.overview.regression.spec.ts","",""
"","1513","REG-CJA-026 — info icons present; keyboard focus sample on primary tabs","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Customer Journey Analysis","regression_tests\US2\business-insights\improve-traffic\customer-journey-analysis\customer.journey.analysis.regression.spec.ts","",""
"","2780","REG-MO-017 — Event Markers options sample and restore (no create/edit/delete)","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Marketing Overview","regression_tests\US2\business-insights\improve-traffic\marketing-overview\marketing.overview.regression.spec.ts","",""
"","7535","REG-CJA-015 — click path row focuses Path Analytics context","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Customer Journey Analysis","regression_tests\US2\business-insights\improve-traffic\customer-journey-analysis\customer.journey.analysis.regression.spec.ts","",""
"","1814","REG-MO-047 — keyboard focus sample on primary controls","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Marketing Overview","regression_tests\US2\business-insights\improve-traffic\marketing-overview\marketing.overview.regression.spec.ts","",""
"","8982","REG-MO-050 — recover to original dashboard/lookback/metric context; page healthy","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Marketing Overview","regression_tests\US2\business-insights\improve-traffic\marketing-overview\marketing.overview.regression.spec.ts","",""
"","6202","REG-MO-030 — hover campaign graph points and validate tooltip content","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Marketing Overview","regression_tests\US2\business-insights\improve-traffic\marketing-overview\marketing.overview.regression.spec.ts","",""
"","245","REG-CJA-029 — responsive narrow desktop keeps tabs reachable","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Customer Journey Analysis","regression_tests\US2\business-insights\improve-traffic\customer-journey-analysis\customer.journey.analysis.regression.spec.ts","",""
"","26574","REG-MO-044 — apply Traffic Source filter; assert Source table alignment when possible","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Marketing Overview","regression_tests\US2\business-insights\improve-traffic\marketing-overview\marketing.overview.regression.spec.ts","",""
"","90","REG-CWV-023 — Customize Table opens with include/exclude/reset/default/save","chromium-regression","2026-07-31","skipped","2026-07-31","US2 Regression — Core Web Vitals (VitalScope)","regression_tests\US2\business-insights\improve-traffic\core-web-vitals\core.web.vitals.regression.spec.ts","",""
"","23","REG-MO-019 — Editing mode inspected read-only then returned to Viewing","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Marketing Overview","regression_tests\US2\business-insights\improve-traffic\marketing-overview\marketing.overview.regression.spec.ts","",""
"","33","REG-MO-007 — dashboard selector exposes non-blank unique options","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Marketing Overview","regression_tests\US2\business-insights\improve-traffic\marketing-overview\marketing.overview.regression.spec.ts","",""
"","583","REG-MO-004 — primary widgets finish loading within bounded UI deadline","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Marketing Overview","regression_tests\US2\business-insights\improve-traffic\marketing-overview\marketing.overview.regression.spec.ts","",""
"","16205","REG-CWV-013 — top filter combo: Data Origin RUM Browser + Browser Chrome","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Core Web Vitals (VitalScope)","regression_tests\US2\business-insights\improve-traffic\core-web-vitals\core.web.vitals.regression.spec.ts","",""
"","8448","REG-MO-012 — sample lookback Last 7 Days refreshes campaign graphs when available","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Marketing Overview","regression_tests\US2\business-insights\improve-traffic\marketing-overview\marketing.overview.regression.spec.ts","",""
